,Name,Reviews,Rating
6045,Pradeep Kumar,Stopped working in 1 days. So replacedREAD MORE,
6046,Flipkart Customer,Value for money product.READ MORE,5
6047,Shailendra Ratnera,Looking aqesomeREAD MORE,5
6048,Flipkart Customer,Not worth for money. Its not even a month past and the display gone. I won't recommend this watch to anyone. Please drop your choice if you are going for this watchREAD MORE,
6049,Munawwar Husain,Good smart watch in this price segment.READ MORE,4
6050,Flipkart Customer,Product is too good but UI is ok but next update try to better...          And try to launch more colour straps...READ MORE,5
6051,Flipkart Customer,NycREAD MORE,5
6052,Flipkart Customer,"Best watch but, foot counting is not accurate and battery life is only for one day.READ MORE",3
6053,SHYAM KATIYAR,Good For low budget. Value for money. Battery backup ok. Display not as per seen in advertisement and packing boxREAD MORE,4
6054,Sujit Ghosh,It's goodREAD MORE,4
6055,Manoj Prasad,Best product.READ MORE,5
6056,Sudhir  Kumar,very nice smart watch in reasonable price. Good quality & easy to use. I m happy ☺️READ MORE,5
6057,Harshith,GreatREAD MORE,5
6058,Pradyumna Pathak,"Good one, battery is goodREAD MORE",4
6059,Mousumi Bhattacharjee,Good one under 1.5k. Need more battery backup so one can use it for a long time after single charge. Can set custom wallpapers of my liking.READ MORE,5
6060,Flipkart Customer,Good watch Touch response is great ..nd could easily connected👌READ MORE,5
6061,M.ABDUL LATHEEF,One week only work next watch dead conditionREAD MORE,
6062,monti Raj,Best product at this price range I am very happy with this altimate watch😄😄READ MORE,5
6063,Flipkart Customer,Nice and decent productREAD MORE,5
6064,Flipkart Customer,NiceREAD MORE,5
6065,Flipkart Customer,Very well productREAD MORE,4
6066,Akash  Lipne,It's very niceREAD MORE,5
6067,Ranjith kumar Kumar,SuperREAD MORE,
6068,Flipkart Customer,NiceREAD MORE,5
6069,Ravi kumar Yadav,All good at this priceREAD MORE,4
6070,kulwant singh,nice watchREAD MORE,5
6071,Neeraj Gupta,Waste of moneyREAD MORE,
6072,Gorle trinadha Rao,GoodREAD MORE,5
6073,Sanjeev singh,Very satisfied thatValue for moneyREAD MORE,4
6074,abhishek yadav,Not satisfyREAD MORE,5
6075,Pramod Kumar Singh,"Nice smart watch,READ MORE",5
6076,Babu Puttekkad,Good productREAD MORE,5
6077,RABI NARAYANA MOHANTY,It's so stylish and handy and also cost effectiveREAD MORE,5
6078,Mukut Baruah,Battery backup not good. One day only.READ MORE,
6079,Flipkart Customer,Good product I am satisfied at this priceREAD MORE,4
6080,Prince  Rai,Beautiful watchREAD MORE,5
6081,Robin murmu,Awesome 👍😎READ MORE,4
6082,Isaac Prabind,This smartwatch is good with Money valueREAD MORE,5
6083,Anshu  Garg,Very good productREAD MORE,5
6084,Flipkart Customer,Very nice 🙂🙂🙂🙂 watchREAD MORE,5
6085,Madhuri Devrukhkar,"Coolest Smartwatch, liked itREAD MORE",5
6086,Flipkart Customer,This product is goodREAD MORE,4
6087,Flipkart Customer,Value for moneyREAD MORE,4
6088,Prateek Tiwari,AwesomeREAD MORE,5
6089,Sara Ahmed,Osm watch works amazing looks classyREAD MORE,5
6090,Vikas Goyal,BeautifullREAD MORE,5
6091,Flipkart Juhi ,After few month watch dead really disappointed waste of my moneyREAD MORE,
6092,Ashish Maliya,GoodREAD MORE,5
6093,Flipkart Customer,BadREAD MORE,
6094,Flipkart Customer,Nice productREAD MORE,5
6095,SUMEET,Nice workREAD MORE,5
6096,Prashant  Sharma,Nice watchREAD MORE,4
6097,arpit singh,Best watchREAD MORE,5
6098,Dinesh Chauhan,Very bad productREAD MORE,
6099,Flipkart Customer,GoodREAD MORE,5
6100,john jamatia,Awesome product ....READ MORE,5
6101,Flipkart Customer,It's not working yetREAD MORE,
6102,Flipkart Customer,GoodREAD MORE,4
6103,Alfaz Ahammed,This product is most likely for value for moneyREAD MORE,5
6104,Flipkart Customer,Bad watchREAD MORE,
6105,Taaib Ibrahim,Best productREAD MORE,5
6106,Kaif Shekh,Nice productREAD MORE,4
6107,Ravi Parekh,Good looking 🤘READ MORE,3
6108,The Great Human Being,"I have been using this watch for a while now. I have used many smart watches and fitness bands. I must say for the price I got this watch it's really good. I wore this once in rain and it still works pretty fine. I wasn't looking for any activity trackers or heart rate monitors etc. because I never used those features in any watches I have used. I was worried about this watch not having a button, I thought that might end up being the bad point about this watch but it actually turned out to be...READ MORE",4
6109,Flipkart Customer,No this watch is very poorREAD MORE,
6110,Anupam  Saxena,This is awesome  product I have ever received. Watch is so good.Quality  is also very goodREAD MORE,5
6111,Madhu Pittala,Nice oneREAD MORE,5
6112,Tushar Jadhav,Good ProducrREAD MORE,5
6113,Nrk L,Good likeREAD MORE,3
6114,Subhashree  Sahoo,Good productREAD MORE,4
6115,Anand soni,Verry good watch I Love it.READ MORE,5
6116,Nawal kishor  Singh,FantasticREAD MORE,5
6117,Flipkart Customer,GoodREAD MORE,4
6118,Flipkart Customer,Screen glass so weakREAD MORE,
6119,Flipkart Customer,This watch not good so return plzREAD MORE,
6120,Utkarsh  Upadhyay,Great watch gifted to my friend he is in loving itREAD MORE,5
6121,Flipkart Customer,Best itomREAD MORE,5
6122,Akash Dey,display is too small.. not too much featured.... ridiculas productREAD MORE,
6123,Flipkart Customer,Nice forfemash  Whatch No coll resivdREAD MORE,4
6124,NANI ❤️ CHINNI,Poor qualityREAD MORE,
6125,satvir,A very nice productEasy to useLight weightedREAD MORE,5
6126,Mr.  Badal,Good but fechers is to...... 😢READ MORE,5
6127,prashant wasu,"Nice, only feel like size of a band little bit small, else all 👍READ MORE",4
6128,Rajkumar  Singh,GoodREAD MORE,5
6129,chunesh sahu,Nice product bat screen scmool size....READ MORE,3
6130,Rajnesh Kumar,Nice product 👍READ MORE,5
6131,Sandeep  Singh,Nice product 😊👍READ MORE,5
6132,Vishna  Ram,Overall nice productREAD MORE,4
6133,steven christian,Very nice watch with good features and battery life.READ MORE,5
6134,Abid Ali,Totaly west of mony don't buy this watch display is very very smaller no return policyREAD MORE,
6135,Pratik  durge,The watch is really cool with all essential features needed in smartwatch. Its worth every penny.READ MORE,5
6136,SAURABH PURI,VERY NICE PRODUCT VALUE FOR MONEYREAD MORE,5
6137,Monu Kumar,Thanks you FlipkartREAD MORE,5
6138,Flipkart Customer,Best productREAD MORE,5
6139,Deepak Kumar,PerfectREAD MORE,5
6140,Flipkart Customer,Good productREAD MORE,5
6141,Shreesh Badiger,"Nice product , Worth money , nice design,Waterproof, 1 year warranty with one month zee5 subscription 👍 Thank U .READ MORE",5
6142,Flipkart Customer,Best smart watchREAD MORE,3
6143,Asad Khan ,Good smart watchREAD MORE,5
6144,Lokesh Pentapati,Battery backup is worstREAD MORE,
6145,Rekha Devi,Nice product i am  impressive 😍😘READ MORE,5
6146,Jag Prasad,Overall goodREAD MORE,5
6147,Santosh  Kumar ,NiceREAD MORE,4
6148,Sakil sareng,Clouer is very light not machine dail &beltREAD MORE,
6149,damodarbhai ramjibhai mendapara,Good product super productREAD MORE,5
6150,Flipkart Customer,Its a good deal 🙂🙂READ MORE,4
6151,NITU SINGH Nitu,I love this watch ❤️READ MORE,5
6152,Devaraju Reddy,Nice watch this price. Thank you flipcartREAD MORE,4
6153,Durgesh Pal,This is a amazing watch in my isperianceREAD MORE,4
6154,Palla Veerababu,NiceREAD MORE,5
6155,Flipkart Customer,Nice productValue for moneyREAD MORE,5
6156,Rajan Yadav,Nice ⌚ watch and awesome features of this product.Best digine best control and best price of this product.READ MORE,5
6157,Flipkart Customer,Nice productREAD MORE,5
6158,Gopu Kumar,Well and Good. Easy to use. But the negative part of this smart watch is can't control music.READ MORE,4
6159,Nilesh Dalavi,Very best experience this productREAD MORE,
6160,Krishna Todankar,Good ProductREAD MORE,4
6161,Lokesh Kumar A,Value for money.. I 💕 it .READ MORE,5
6162,Monika Sharma,Good watchREAD MORE,5
6163,Preety  Chauhan,Good one . Full use of moneyREAD MORE,5
6164,Akhand Pratap Singh,Nice and compact.READ MORE,4
6165,Flipkart Customer,Super 😚😚READ MORE,5
6166,suman samanta,Nice productsREAD MORE,4
6167,Flipkart Customer,Woww it's amazing watchREAD MORE,5
6168,Flipkart Customer,Nice product i love it.READ MORE,5
6169,Flipkart Customer,ExcellentREAD MORE,5
6170,Bharath Tinglekar,It's ok to use the product.READ MORE,4
6171,Satya  Ghosh,Nice watchREAD MORE,5
6172,Abhishek khadtare,Great as a beginner smart watchREAD MORE,5
6173,Yallu Goud,Good productREAD MORE,5
6174,Flipkart Customer,AverageREAD MORE,3
6175,Nirav Shukla,Watch body pink color faded within 10 days..no replacement Pls don't buyREAD MORE,
6176,Himansu  Nayak,Value for money 👍READ MORE,5
6177,Vishal Ankit,Awesome product I loved it really value for money one who can not afford Apple watch can buy this I am sure you all will like it.READ MORE,5
6178,Anushka Singh,WonderfulREAD MORE,3
6179,Ankit upadhyay,Good productREAD MORE,5
6180,Hitendra Gupta,Excellent product. Good features. Nice battery backup.READ MORE,5
6181,RAYADURGAM MANOHAR,Awesome...READ MORE,5
6182,Prajeesh Kollam,"Blood pressure values are incorrect., others are perfectREAD MORE",4
6183,Girdhar Roy,Good product but display is very smallREAD MORE,3
6184,sharad,Nice superREAD MORE,5
6185,Arjun Soni,"Awesome smart watch at 1499, I love the features. Best for everyone.READ MORE",5
6186,Flipkart Customer,Nice watchREAD MORE,4
6187,Shivam Jaiswal,Bad band quality pinching in hand nd too small displayDisplay colour quality is not good!! Heart rate tracking in bad performance ☹️☹️READ MORE,
6188,Parth  Patel,Waste of moneyREAD MORE,
6189,Anilkumar Nerella,"Waste, don't buy.. Don't waste your money..READ MORE",
6190,Flipkart Customer,Good smart watch for the price.READ MORE,4
6191,Sunnil Kesarkar,Nice Product...Worth buyingREAD MORE,4
6192,Flipkart Customer,Nice product and the delivery boy deliver it two days before time  and there is 280 new features also😀😀READ MORE,4
6193,Flipkart Customer,Dont buy this watch ... waste of money..aftr 25 dys my watch is dead and not getting on ..dont buyREAD MORE,
6194,Abhishek  Jamdade ,Its nice product....money worthyREAD MORE,4
6195,Kalyani Singh,best product in best price.READ MORE,5
6196,Behram Pavri,Worth spending. Good quality product.READ MORE,5
6197,Rampandu Burugu,Good watchREAD MORE,5
6198,Jagrup Singh,Not good product.  Give the hunger of zee5 coupon for commentREAD MORE,
6199,9555102483 aman2187,Product is looking goods and quality excellentREAD MORE,4
6200,Ayan Mandal,Very nice watch at a very reasonable price. You may go for it.READ MORE,5
6201,Flipkart Customer,Nice watchREAD MORE,5
6202,Sandeep Gad,Nice design... Smooth finish... Nice feel... Overall goodSandip GadREAD MORE,4
6203,Sunil S,Fire-boltt  ninja smartwatch product is very good to useREAD MORE,5
6204,Flipkart Customer,Awesome product 👍READ MORE,5
6205,Flipkart Customer,Love itREAD MORE,5
6206,Venkata Kanakala,Great value for money.READ MORE,5
6207,Jitendra  Kumar,Very good product display and battery very goodREAD MORE,5
6208,Aji Aravindh,Good watchREAD MORE,4
6209,Arvind Heera ,nice smartwatchREAD MORE,4
6210,ARJUN Kumar,2 week after display not workingBedREAD MORE,
6211,Flipkart Customer,GoodREAD MORE,5
6212,Srikant M,Watch was looking very nice and features also good but many times disconnect to da fit aap !READ MORE,4
6213,RAKIB  SHAIKH,GoodREAD MORE,5
6214,Flipkart Customer,Excellent 😊READ MORE,5
6215,Flipkart Customer,Best 1READ MORE,5
6216,Ramachandran C,Superb watch... Value for money😁😁READ MORE,5
6217,krishna Aute,Aswm productREAD MORE,5
6218,Steevo Xavier As,Super watchREAD MORE,4
6219,Debraj Dey,"The watch was good for the initial 2-3days... After that connection issue... It dsnt connect at all... Totally a crap product... Dnt ever buy this , totally wastage of moneyREAD MORE",
6220,Fathima Thenzeem,Stopped working in a weekREAD MORE,
6221,R k Singh,Very good product in low price but battery is not goodREAD MORE,5
6222,Flipkart Customer,Nice product and good battri lifeREAD MORE,5
6223,Nitin  Bacche,its ok in this budgetREAD MORE,3
6224,samir  kantibhai  patel,niceREAD MORE,4
6225,Flipkart Customer,It's amazingREAD MORE,5
6226,Dara Suresh,Good productREAD MORE,5
6227,Flipkart Customer,awesomeREAD MORE,5
6228,Flipkart Customer,Good product!READ MORE,5
6229,Naveen Add,"Look is good, but not charging.READ MORE",3
6230,Nidhi Singh  Chandel,Perfect watch for style and workREAD MORE,5
6231,Banjit Kalita,Nice...READ MORE,5
6232,Flipkart Customer,It is goodREAD MORE,4
6233,Flipkart Customer,I like this whatch . I love it. It work fast and touch very good. It metal body is protect this watch.READ MORE,3
6234,Biswajit Goswami,Must buy product... Value for moneyREAD MORE,5
6235,Agam Sharma,Veryyyyyy nice watchREAD MORE,5
6236,SRAVAN KUMAR,Worst smartwatch and money wasteREAD MORE,
6237,Flipkart Customer,It's awesome product  and best price  I'm very happy 😊READ MORE,5
6238,Mõñü Pürï,Not a full displayREAD MORE,3
6239,Abhish raj,"Totally awesome. After redmi 3i , i purchased this watch❤🤗. Battery life is not so good .other then all ok👍💕Go for it.READ MORE",4
6240,Yashwanth Kamjula,Very good watch in this reasonable priceREAD MORE,5
6241,YakobuNagesh M,SuperREAD MORE,4
6242,Shamjibhai  Makwana ,OkREAD MORE,3
6243,Velu mani,poor quality waste many 10 days workingREAD MORE,
6244,abhay  mishra,nice features and accuracy is goodREAD MORE,4
6245,Sanjay Fulari,Good but little bit damaged inside the screen but good futher and quality must buy 👌👌☺️☺️READ MORE,4
6246,Flipkart Customer,Very bed productREAD MORE,
6247,VENKADESH G,Overall watch is nice comparing to other watches...price also under budget....READ MORE,5
6248,Flipkart Customer,"Nice smart watch at reasonable price, must buy.READ MORE",5
6249,Mohit  kumar,I am Very glad to buy Fire Boltt Ninja its Full Mindblowing Product function of this ninja be like ninjaREAD MORE,5
6250,VIvek Tr,Best for kids below18READ MORE,3
6251,Flipkart Customer,Nice product Value for moneyREAD MORE,4
6252,Adarsh  pathak,GoodREAD MORE,5
6253,Gulfesha Khan,Amazing gadget in affordable price.READ MORE,5
6254,Hem Kandpal,SuperREAD MORE,4
6255,Prashant Lasure,Nice productREAD MORE,5
6256,ANURADHA  KUMARI ,Very good watch..READ MORE,5
6257,Akash  Saini,Very bad product and very bad sellerREAD MORE,
6258,Flipkart Customer,Very bad productsREAD MORE,
6259,Flipkart Customer,It is stylish to wear and comfortable also with relevant features to satisfy with the price butvthe display can be better.Also its application is also less attractive than the watch.READ MORE,5
6260,Flipkart Customer,Very good product..READ MORE,5
6261,Jarnail Singh,Smart productREAD MORE,4
6262,Antony  Vineeth c.a,GoodREAD MORE,4
6263,Harsh katariya,"Supeß      I have used many samartwatch's but fire boltt is good one, stylish watch at these priceREAD MORE",5
6264,Md suleman Suleman,Bakwaas not good one month after not working not start not off fully deatREAD MORE,5
6265,Flipkart Customer,Good very niceREAD MORE,5
6266,Somenath  Ganguly,I am sorry to buy this watch because I have not been able to get anywhere for a seven days where the watch bad in him.Its a worst watch of my life.I will never buy this company's watch again in my life.READ MORE,
6267,Sachin Kumar,Good qualityREAD MORE,4
6268,Mansi Maurya,Excellent qualityREAD MORE,5
6269,Sekh Mustak,Nice watch.READ MORE,5
6270,Flipkart Customer,Delivery  boy is very good boyREAD MORE,5
6271,Flipkart Customer,Good productREAD MORE,3
6272,Diksha  Saini,GoodREAD MORE,5
6273,Sameer Patni,AwesomeREAD MORE,5
6274,Deepak Ranvah,Nice watch. Good specs and accurate readings. Worth every penny. Touch is very responsive.READ MORE,5
6275,MD MONiS KHAN,This is good product for this cost .READ MORE,4
6276,Ranjeet  Kumar ,Just awesome..... thanksREAD MORE,5
6277,Flipkart Customer,It's very good productsREAD MORE,4
6278,subu kanade,this watch is amazing feature is also nyc..READ MORE,5
6279,Preeti Bhadoria,Happy with the watch nice productREAD MORE,3
6280,Ankit kumar Baral,Watch is so good its an excellence best product ever fireboltREAD MORE,5
6281,Flipkart Customer,Nice productREAD MORE,5
6282,Flipkart Customer,Don't buy this  is very poor quality product the display is very smallREAD MORE,
